recordUid,recordTimestamp,spacesTenantId,spacesTenantName,partnerTenantId,eventType,id,time,x,y,confidence,deviceType,floor
event-1a0f2b20,1711027896108,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027894000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-8d158551,1711027896231,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027894000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-33108f61,1711027898304,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027894000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-9392d0ab,1711027899066,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027896000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-ed81ed15,1711027899380,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027896000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-c46e56ac,1711027900928,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027899000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-f7db136,1711027901639,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027899000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-232af06e,1711027902265,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027899000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-dd61b6b6,1711027902267,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027899000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-92cc2db1,1711027903419,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027902000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-af6ba9b0,1711027904465,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-ff33077f,1711027904472,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027902000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-926d4806,1711027904475,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027902000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-e1b62665,1711027904476,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027902000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-349cb5e9,1711027904830,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027902000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-f4b0b53f,1711027904831,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027902000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-df1dbd47,1711027906434,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027904000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-b659a15,1711027907449,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-da90899e,1711027907405,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027904000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-5eb77c01,1711027908001,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027906000.0,238.6,91.3,40.0,IOT_BLE_DEVICE,1st Floor
event-b266ae4,1711027909432,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027907000.0,242.5,96.0,32.0,IOT_BLE_DEVICE,1st Floor
event-26ac24f1,1711027909433,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027907000.0,242.5,96.0,32.0,IOT_BLE_DEVICE,1st Floor
event-dfa0ed88,1711027909434,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027907000.0,242.5,96.0,32.0,IOT_BLE_DEVICE,1st Floor
event-731d80e,1711027910231,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027907000.0,242.5,96.0,32.0,IOT_BLE_DEVICE,1st Floor
event-43a933d5,1711027911019,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027907000.0,242.5,96.0,32.0,IOT_BLE_DEVICE,1st Floor
event-2ed38aa7,1711027911742,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027907000.0,242.5,96.0,32.0,IOT_BLE_DEVICE,1st Floor
event-74df6fb3,1711027911528,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-712e893b,1711027911528,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-a286206e,1711027912251,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027910000.0,248.7,95.4,24.0,IOT_BLE_DEVICE,1st Floor
event-4a380b5a,1711027913368,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027910000.0,248.7,95.4,24.0,IOT_BLE_DEVICE,1st Floor
event-edba6afa,1711027913726,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027910000.0,248.7,95.4,24.0,IOT_BLE_DEVICE,1st Floor
event-88de0fc9,1711027913995,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027913000.0,249.6,97.0,24.0,IOT_BLE_DEVICE,1st Floor
event-7fcb26ba,1711027915314,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027913000.0,249.6,97.0,24.0,IOT_BLE_DEVICE,1st Floor
event-750cd7c5,1711027915961,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027913000.0,249.6,97.0,24.0,IOT_BLE_DEVICE,1st Floor
event-6b9017a3,1711027916142,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-d0f0fcf5,1711027916689,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027915000.0,244.3,99.3,32.0,IOT_BLE_DEVICE,1st Floor
event-69e86160,1711027917455,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027915000.0,244.3,99.3,32.0,IOT_BLE_DEVICE,1st Floor
event-1e10241f,1711027917495,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027915000.0,244.3,99.3,32.0,IOT_BLE_DEVICE,1st Floor
event-37048898,1711027917685,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-82d5980e,1711027917622,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027915000.0,244.3,99.3,32.0,IOT_BLE_DEVICE,1st Floor
event-53ea271a,1711027918306,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027917000.0,244.3,99.3,48.0,IOT_BLE_DEVICE,1st Floor
event-d5f90181,1711027919738,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027917000.0,244.3,99.3,48.0,IOT_BLE_DEVICE,1st Floor
event-5f81e9f1,1711027919739,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027917000.0,244.3,99.3,48.0,IOT_BLE_DEVICE,1st Floor
event-d99bfb69,1711027921915,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-436acaca,1711027922648,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027919000.0,236.5,95.6,32.0,IOT_BLE_DEVICE,1st Floor
event-3796da04,1711027923221,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027919000.0,236.5,95.6,32.0,IOT_BLE_DEVICE,1st Floor
event-eaf4df41,1711027923305,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027920000.0,226.6,83.8,32.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-af4f326,1711027923811,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027920000.0,226.6,83.8,32.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-103fdeb7,1711027924740,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027920000.0,226.6,83.8,32.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-ab28efe3,1711027925871,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027923000.0,222.8,86.5,24.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-663caa89,1711027925832,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-185981cc,1711027926223,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027923000.0,222.8,86.5,24.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-70740bac,1711027927967,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027926000.0,222.8,86.5,32.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-239dedba,1711027928261,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027926000.0,222.8,86.5,32.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-8c5d7495,1711027929248,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027926000.0,222.8,86.5,32.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-76629883,1711027929474,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-f1f5c3f1,1711027929647,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027928000.0,222.8,86.5,32.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-ee877a0c,1711027930842,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027928000.0,222.8,86.5,32.0,IOT_BLE_DEVICE,San Jose CXC - SJC10
event-c04bff81,1711027932168,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027930000.0,231.6,89.7,32.0,IOT_BLE_DEVICE,1st Floor
event-9c6564d6,1711027931875,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-56bf4eb6,1711027933087,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-53bd6368,1711027933426,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027930000.0,231.6,89.7,32.0,IOT_BLE_DEVICE,1st Floor
event-f19000be,1711027934960,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027933000.0,231.6,89.7,32.0,IOT_BLE_DEVICE,1st Floor
event-de11cc32,1711027935155,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027933000.0,231.6,89.7,32.0,IOT_BLE_DEVICE,1st Floor
event-a1c14f01,1711027935933,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027933000.0,231.6,89.7,32.0,IOT_BLE_DEVICE,1st Floor
event-4c862fd6,1711027937368,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027935000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-afeea173,1711027937437,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027935000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-d1edf067,1711027937461,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027935000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-6b6c8e9e,1711027938130,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027935000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-9699442e,1711027938278,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-b69c8cad,1711027940878,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027938000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-6b97a0dd,1711027940880,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027938000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-72434ce2,1711027941577,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-373187ee,1711027941678,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-35c54fb1,1711027941679,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-b6fbc2f9,1711027942033,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-20362359,1711027942060,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-844bf9df,1711027943186,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027940000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-df7c67b9,1711027943188,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027940000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-a6fa420f,1711027943226,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-8f402fea,1711027944909,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027941000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-30849a04,1711027945337,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027941000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-8442b906,1711027946390,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027944000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-a514d06f,1711027947457,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027944000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-6eb0f8ae,1711027947672,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027944000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-2bf7d5a7,1711027948152,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-1875fe91,1711027949087,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027947000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-d7b088ea,1711027950291,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027949000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-79cf7d22,1711027950753,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027949000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-c6f64e27,1711027951977,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027949000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-632e8e09,1711027953349,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027951000.0,228.2,95.4,32.0,IOT_BLE_DEVICE,1st Floor
event-d106f809,1711027953490,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027951000.0,228.2,95.4,32.0,IOT_BLE_DEVICE,1st Floor
event-2582bf81,1711027954532,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027951000.0,228.2,95.4,32.0,IOT_BLE_DEVICE,1st Floor
event-ac7404a8,1711027956114,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027954000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-30b84968,1711027956117,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027954000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-a129f0ec,1711027957471,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027954000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-e62ea61e,1711027958201,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027954000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-d0bdae54,1711027958954,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027956000.0,228.2,95.4,32.0,IOT_BLE_DEVICE,1st Floor
event-e9f6015b,1711027959511,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027956000.0,228.2,95.4,32.0,IOT_BLE_DEVICE,1st Floor
event-3cba0c89,1711027960458,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027956000.0,228.2,95.4,32.0,IOT_BLE_DEVICE,1st Floor
event-a44fe658,1711027961206,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027959000.0,228.2,95.4,32.0,IOT_BLE_DEVICE,1st Floor
event-ff106ff2,1711027962044,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027959000.0,228.2,95.4,32.0,IOT_BLE_DEVICE,1st Floor
event-8877764f,1711027962581,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027961000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-f1bc3ada,1711027963249,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027961000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-cb241bb4,1711027964613,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027961000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-216c3dee,1711027964708,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027961000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-562fd2d6,1711027964901,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027961000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-b51b7b82,1711027964903,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027961000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-f8a98257,1711027966106,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027964000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-29575520,1711027967722,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027965000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-c4fe791b,1711027967723,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027965000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-ce1912ab,1711027967847,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-aeb5be01,1711027968036,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027965000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-ec32ddc5,1711027968845,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027965000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-58fc5881,1711027969062,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027965000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-a31b9d4f,1711027969758,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027965000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-f178aa73,1711027970570,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-66842d5a,1711027971052,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711027969000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-ed9e6073,1711027971102,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-8e0db3e7,1711027971631,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027969000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-8556f3f8,1711027972174,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711027969000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
