recordUid,recordTimestamp,spacesTenantId,spacesTenantName,partnerTenantId,eventType,id,time,x,y,confidence,deviceType,floor
event-6ca53fbb,1711021956814,,,,KEEP_ALIVE,,,,,,,
event-9a2839c9,1711021959608,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-a2b69f40,1711021963269,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-6fafdf6e,1711021964256,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-c7d081b2,1711021964585,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-bf69fd89,1711021980398,,,,KEEP_ALIVE,,,,,,,
event-8fe96ebe,1711021985295,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-42b21d24,1711021999549,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-90bdf4ab,1711022001285,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-7684a5dc,1711022016331,,,,KEEP_ALIVE,,,,,,,
event-5943eb1a,1711022031332,,,,KEEP_ALIVE,,,,,,,
event-b6da5884,1711024896521,,,,KEEP_ALIVE,,,,,,,
event-25c57b76,1711024911523,,,,KEEP_ALIVE,,,,,,,
event-f2d510ab,1711024881753,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-7903bbb3,1711024909740,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-7fdd4e85,1711024921088,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-23dc6380,1711024875876,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-ee548fb0,1711024921598,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-4a822c95,1711024922788,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-97309832,1711024923340,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-c8d4a083,1711024926433,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-96bfb9b2,1711024926551,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-61692ae6,1711024935679,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-892f311a,1711024941824,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-d9136f3a,1711024942058,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-7596247f,1711024958502,,,,KEEP_ALIVE,,,,,,,
event-7b0d01e6,1711024969841,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-993ca818,1711024978532,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024975000.0,234.3,94.5,24.0,IOT_BLE_DEVICE,1st Floor
event-9555c698,1711024978762,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024975000.0,234.3,94.5,24.0,IOT_BLE_DEVICE,1st Floor
event-e97a483f,1711024979112,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-16f9ef71,1711024981540,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024978000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-3f786530,1711024981542,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024978000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-efc79ab4,1711024981848,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-9ee9a36b,1711024982229,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024978000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-6a99cbe6,1711024983637,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024981000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-1aea0ac0,1711024983639,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024981000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-76fc7290,1711024984041,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024981000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-4004d63d,1711024985422,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024981000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-4931a1a2,1711024985427,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024981000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-6fd1ad92,1711024986109,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024984000.0,234.3,94.5,40.0,IOT_BLE_DEVICE,1st Floor
event-f4b857c5,1711024986759,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024984000.0,234.3,94.5,40.0,IOT_BLE_DEVICE,1st Floor
event-32df8379,1711024987829,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024986000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-648a9437,1711024988966,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024986000.0,234.3,94.5,32.0,IOT_BLE_DEVICE,1st Floor
event-c4f0d3e0,1711024989871,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024988000.0,234.3,94.5,40.0,IOT_BLE_DEVICE,1st Floor
event-265085f7,1711024989942,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024988000.0,234.3,94.5,40.0,IOT_BLE_DEVICE,1st Floor
event-50b25437,1711024991618,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024988000.0,234.3,94.5,40.0,IOT_BLE_DEVICE,1st Floor
event-e7a65bf5,1711024993911,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024990000.0,234.3,94.5,40.0,IOT_BLE_DEVICE,1st Floor
event-6a3beace,1711024994341,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024991000.0,226.6,95.5,24.0,IOT_BLE_DEVICE,1st Floor
event-8a5d5bc8,1711024995660,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024991000.0,226.6,95.5,24.0,IOT_BLE_DEVICE,1st Floor
event-a54e31f7,1711024995662,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024991000.0,226.6,95.5,24.0,IOT_BLE_DEVICE,1st Floor
event-82724ec3,1711024996790,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024995000.0,224.3,94.7,24.0,IOT_BLE_DEVICE,1st Floor
event-6942c787,1711024997534,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-89173ddd,1711024998937,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024996000.0,224.3,94.7,24.0,IOT_BLE_DEVICE,1st Floor
event-16b8e2ee,1711024998938,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024996000.0,224.3,94.7,24.0,IOT_BLE_DEVICE,1st Floor
event-6368a407,1711024999199,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-17019cce,1711024999660,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024996000.0,224.3,94.7,24.0,IOT_BLE_DEVICE,1st Floor
event-5e2c1208,1711024999721,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024996000.0,224.3,94.7,24.0,IOT_BLE_DEVICE,1st Floor
event-96076319,1711024999759,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024996000.0,224.3,94.7,24.0,IOT_BLE_DEVICE,1st Floor
event-35d78dce,1711025000084,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-36ce14f5,1711025001811,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024999000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-2141226,1711025002553,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711024999000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-7ddeaa9c,1711025002817,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711024999000.0,226.6,95.5,32.0,IOT_BLE_DEVICE,1st Floor
event-fb459202,1711025004822,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025002000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-b5e6a9d3,1711025005323,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025002000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-68766df1,1711025005647,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025002000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-e1b56c39,1711025006303,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-ebc5cf41,1711025006951,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025004000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-45f11f86,1711025007030,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025004000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-ed1c0cb7,1711025008945,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025006000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-e9f35b3e,1711025008947,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025006000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-fbc0e345,1711025009108,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025006000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-5e275b0,1711025012527,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025008000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-b711c5e7,1711025012529,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025008000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-233e6fb5,1711025012531,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025008000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-80b22d26,1711025012869,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025008000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-36eb3885,1711025012871,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025008000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-74ed11de,1711025012970,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025008000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-3cbc160b,1711025014869,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025008000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-dc832e58,1711025015149,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025008000.0,224.3,94.7,32.0,IOT_BLE_DEVICE,1st Floor
event-5a89eb9a,1711025015313,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025012000.0,228.2,95.4,40.0,IOT_BLE_DEVICE,1st Floor
event-55134ae9,1711025016630,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025012000.0,228.2,95.4,40.0,IOT_BLE_DEVICE,1st Floor
event-3906e8b2,1711025017867,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025012000.0,228.2,95.4,40.0,IOT_BLE_DEVICE,1st Floor
event-30a7092a,1711025018478,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025015000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-b431a44f,1711025019892,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025015000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-5788fe29,1711025019895,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025015000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-bdd1e6f9,1711025021797,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025016000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-b8aaced0,1711025022502,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025016000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-329bc3a,1711025023481,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025018000.0,229.8,94.6,24.0,IOT_BLE_DEVICE,1st Floor
event-b5f99742,1711025023483,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025018000.0,229.8,94.6,24.0,IOT_BLE_DEVICE,1st Floor
event-f65fb46b,1711025024522,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025018000.0,229.8,94.6,24.0,IOT_BLE_DEVICE,1st Floor
event-de6f7cce,1711025025602,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025018000.0,229.8,94.6,24.0,IOT_BLE_DEVICE,1st Floor
event-e4bf0762,1711025026566,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-e2398b85,1711025027435,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025021000.0,229.8,94.6,24.0,IOT_BLE_DEVICE,1st Floor
event-f883c40a,1711025028258,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025021000.0,229.8,94.6,24.0,IOT_BLE_DEVICE,1st Floor
event-3da54913,1711025030496,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025024000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-3e117478,1711025031262,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025024000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-c11d1f73,1711025032520,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025024000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-66e9dae3,1711025032522,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025024000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-fd4bf31e,1711025032974,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025027000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-65a7a8a,1711025033969,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025027000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-3ec01b1b,1711025034786,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025027000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-7ec16df4,1711025035474,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-ab69e4ac,1711025036698,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025030000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-5d97a8b7,1711025037366,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025030000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-8abc7099,1711025040028,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025032000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-7360dfa0,1711025040649,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025032000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-7f3f9731,1711025041985,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-7461b97f,1711025043199,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025035000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-94175fd0,1711025044468,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025035000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-76f8e8f0,1711025045340,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025035000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-1fa99009,1711025046478,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-522e5f69,1711025046995,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025038000.0,229.8,94.6,32.0,IOT_BLE_DEVICE,1st Floor
event-88e2fcf2,1711025046445,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-9ddf3941,1711025045686,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-1bd4823,1711025048262,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-383a8096,1711025051256,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-b7b75985,1711025051869,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-63348d66,1711025051950,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-6a934151,1711025051955,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-4b1afec0,1711025063118,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-a50cad5c,1711025079347,,,,KEEP_ALIVE,,,,,,,
event-bfc64f1c,1711025081727,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-85cb01e5,1711025091270,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,USER_PRESENCE,,,,,,,
event-ddd5fd32,1711025102822,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-5e85c414,1711025102824,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-1aeb5905,1711025103353,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-e8914301,1711025108255,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-ce926d,1711025108371,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-74cd8063,1711025124080,,,,KEEP_ALIVE,,,,,,,
event-1788751d,1711025125261,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-35e0ccf2,1711025141574,,,,KEEP_ALIVE,,,,,,,
event-7e81f0de,1711025143709,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,USER_PRESENCE,,,,,,,
event-704bcd9a,1711025150973,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,DEVICE_COUNT,,,,,,,
event-b5de3bfd,1711025151342,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-11653e4c,1711025155775,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-2f926a93,1711025168608,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,WEBEX_TELEMETRY,,,,,,,
event-f0ddee4e,1711025166216,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,11oM08rY,1711025159000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
event-1986dd84,1711025166661,spaces-tenant-dc8d3aa5,CXC,F7EE24937F9244518E0CBEDEA3BEB05F,IOT_TELEMETRY,00:fa:b6:04:00:0e,1711025159000.0,229.8,94.6,40.0,IOT_BLE_DEVICE,1st Floor
